origin_city,pct_same_day,pct_4hr,shipments_per_day,avg_distance_km,cur_delivery_time_hr,cur_cost_aed,delay_rate_pct,delay_churn_pct
ajman,80.8,69.2,19,135.0,2.8,52.98,55.1,24.8
sharjah,51.1,94.7,135,22.9,0.6,10.73,45.3,22.6
dubai,37.1,30.2,104,100.1,3.4,45.68,6.5,4.3
ras al khaimah,94.6,6.7,150,39.9,0.9,19.54,15.1,6.9
sharjah,63.4,11.0,18,127.5,3.1,48.6,17.7,11.0
dubai,54.4,85.7,187,6.5,0.2,2.67,56.6,31.1
abu dhabi,59.8,84.6,125,66.1,1.7,31.79,48.0,23.3
al ain,63.0,47.5,89,144.5,4.7,67.94,26.2,8.4
dubai,71.3,14.8,91,21.4,0.5,9.05,30.3,19.4
sharjah,55.3,52.6,190,115.3,2.8,44.58,47.9,26.2
ajman,87.5,66.8,111,110.4,2.5,56.79,3.7,1.4
dubai,86.0,33.2,116,51.3,1.1,26.14,23.5,9.7
dubai,44.2,8.3,130,13.8,0.4,5.33,3.1,1.9
al ain,16.9,32.2,63,125.8,3.9,62.26,54.8,34.4
ajman,57.7,69.1,50,136.2,3.8,52.51,26.5,15.6
abu dhabi,62.1,97.8,150,23.5,0.6,10.37,10.8,4.1
abu dhabi,52.3,19.0,64,127.9,3.0,56.77,58.8,19.4
sharjah,89.1,91.5,7,125.8,3.8,54.39,52.7,25.0
ras al khaimah,9.3,45.7,96,88.7,2.1,37.4,30.5,15.7
ras al khaimah,28.7,66.3,3,118.6,2.4,52.68,55.5,28.6
abu dhabi,86.6,86.4,113,10.7,0.4,5.22,11.0,5.7
ras al khaimah,93.9,55.7,129,76.9,2.6,32.27,45.9,26.8
al ain,42.6,6.1,184,145.2,3.4,67.43,46.4,24.5
abu dhabi,19.3,26.6,121,117.4,2.8,49.84,35.5,14.0
dubai,42.0,80.3,71,43.9,1.3,23.48,23.8,7.5
al ain,45.6,55.3,128,95.4,2.5,46.09,16.9,8.3
ajman,52.0,32.9,118,35.8,1.2,18.38,38.6,14.5
ras al khaimah,27.4,58.3,148,37.2,1.0,16.29,19.4,9.0
abu dhabi,31.3,26.9,184,32.5,0.7,13.2,7.8,3.1
abu dhabi,65.6,24.1,20,32.5,0.9,12.16,51.2,25.3
abu dhabi,62.2,82.8,143,77.4,1.7,39.25,48.0,18.9
abu dhabi,66.2,40.0,161,49.9,1.3,24.23,17.9,7.5
sharjah,37.7,27.4,66,117.8,3.4,59.82,0.5,0.2
dubai,33.6,40.9,81,134.6,4.6,64.91,14.3,7.7
al ain,35.2,92.1,83,75.7,1.8,27.77,34.0,19.5
ajman,95.1,18.1,75,32.7,1.0,14.27,41.3,21.3
al ain,39.5,18.5,175,149.7,3.0,62.83,24.2,16.9
ajman,60.6,35.4,65,11.8,0.4,5.17,51.4,24.2
abu dhabi,52.3,6.0,88,84.7,2.1,40.68,15.7,5.9
ajman,87.6,7.5,117,36.8,0.9,17.0,56.6,35.7
dubai,36.9,1.1,51,141.0,3.0,66.89,38.8,18.7
ras al khaimah,43.4,14.6,139,52.1,1.7,20.73,45.0,20.3
ras al khaimah,84.3,64.0,105,143.9,3.0,64.66,32.4,16.7
dubai,16.1,19.6,34,146.1,4.3,58.78,60.0,21.2
ajman,59.4,37.8,38,141.7,3.5,64.05,9.9,6.6
ajman,40.0,70.6,6,119.9,3.7,49.53,27.3,17.2
abu dhabi,98.6,3.2,116,112.5,3.9,44.9,15.8,10.6
dubai,72.1,20.9,160,143.2,3.5,75.79,16.2,7.9
ras al khaimah,1.1,99.6,198,37.4,1.1,15.27,48.7,21.1
abu dhabi,83.9,59.7,132,122.4,3.1,57.85,34.4,12.3
ajman,70.3,66.0,193,21.5,0.6,10.16,6.2,3.5
abu dhabi,56.1,51.6,197,57.5,1.2,26.67,55.8,22.0
ajman,23.6,96.6,123,63.3,1.5,30.98,8.6,3.6
dubai,14.9,14.4,75,149.3,4.8,70.1,42.7,13.1
sharjah,62.8,6.7,177,51.5,1.3,26.42,40.7,27.9
ajman,44.0,81.6,126,85.4,1.7,31.14,49.6,31.6
sharjah,86.2,0.4,163,96.9,2.4,36.17,38.3,22.5
ajman,26.2,56.2,46,103.3,3.1,47.49,22.9,13.8
abu dhabi,63.8,0.1,190,22.4,0.8,9.68,12.2,7.7
sharjah,24.9,34.8,86,86.1,2.8,34.28,32.4,12.6
ras al khaimah,63.6,65.1,174,97.0,3.0,41.08,2.0,1.0
sharjah,4.8,54.7,75,136.0,4.6,64.86,31.4,14.9
dubai,39.2,56.0,180,143.8,4.3,73.85,10.4,3.3
al ain,17.3,15.7,134,39.1,1.1,15.35,38.7,21.1
ras al khaimah,60.6,29.5,46,35.5,1.0,14.65,24.7,8.7
ras al khaimah,31.7,71.0,30,104.1,3.6,40.1,45.6,24.1
ras al khaimah,77.2,2.3,32,76.0,1.5,40.99,35.4,21.2
ras al khaimah,11.5,59.5,75,112.8,3.1,41.01,29.9,10.2
ras al khaimah,55.6,51.7,9,128.0,4.0,49.71,39.5,14.6
ajman,59.4,34.4,110,6.5,0.1,2.79,13.3,8.6
dubai,2.2,33.5,132,132.4,4.3,52.4,55.4,32.7
ajman,3.6,79.9,149,43.5,1.4,20.99,4.2,2.6
abu dhabi,30.8,38.2,186,145.6,4.1,53.02,20.6,7.5
ras al khaimah,60.9,8.0,160,67.4,2.2,30.51,3.4,2.0
sharjah,96.3,96.2,198,128.6,2.8,50.85,35.2,12.5
al ain,9.1,13.0,121,34.0,1.2,16.11,22.8,10.6
ajman,70.3,79.7,170,81.1,1.7,30.91,3.4,1.1
ajman,69.3,1.4,155,14.2,0.3,5.62,40.0,17.2
al ain,66.9,36.4,166,111.6,3.1,56.85,57.5,39.5
sharjah,51.6,51.5,82,141.6,4.4,73.92,6.4,3.7
sharjah,96.7,3.0,104,127.3,3.9,54.11,13.2,4.2
sharjah,50.2,73.4,182,103.7,2.9,48.3,16.4,10.0
al ain,83.8,26.1,90,22.2,0.7,10.69,40.8,18.6
ras al khaimah,26.3,54.1,121,147.7,4.3,73.4,23.2,9.7
dubai,80.6,79.2,128,54.9,1.8,25.06,45.3,17.1
sharjah,99.7,59.1,37,96.8,2.1,44.93,27.8,13.0
sharjah,91.0,45.6,5,44.6,1.5,22.35,1.4,0.6
ajman,30.4,33.6,139,125.0,4.2,57.29,10.4,6.9
dubai,84.6,4.5,159,59.9,2.0,27.36,19.2,11.1
ras al khaimah,9.5,91.3,116,61.6,1.6,25.31,38.1,25.3
ras al khaimah,67.8,59.2,131,5.6,0.2,2.86,40.8,12.8
abu dhabi,34.2,63.2,14,88.4,2.0,38.85,38.4,12.2
dubai,65.9,44.1,34,41.4,0.9,19.02,3.7,2.0
ajman,41.2,37.3,147,138.7,3.6,65.72,22.1,12.1
abu dhabi,0.9,4.7,127,118.6,4.0,54.24,38.1,22.4
al ain,23.1,16.9,40,143.1,4.9,62.91,38.4,20.2
ras al khaimah,4.2,42.6,120,61.5,1.7,27.51,34.8,10.9
al ain,42.7,24.2,7,101.0,3.2,38.18,25.6,14.7
ajman,84.0,4.4,157,70.5,2.0,35.81,0.5,0.3
al ain,73.8,54.6,6,136.9,3.0,51.28,33.6,19.5
dubai,78.9,46.4,167,52.0,1.5,27.96,15.7,9.9
abu dhabi,80.7,42.1,45,52.6,1.2,28.12,21.1,10.1
dubai,37.2,78.4,51,58.1,1.7,30.14,35.8,12.2
ras al khaimah,50.6,60.0,185,77.2,1.8,28.86,28.7,18.9
ajman,50.8,0.1,163,133.7,3.2,48.76,25.9,15.7
abu dhabi,11.3,76.2,67,35.1,1.1,16.54,24.3,12.5
abu dhabi,59.8,48.3,37,99.4,2.7,38.74,45.9,16.4
ajman,72.0,51.7,22,49.4,1.6,26.15,29.7,10.9
abu dhabi,61.1,89.0,79,17.0,0.5,8.13,37.2,14.0
ajman,74.6,10.9,116,143.3,3.5,73.75,5.6,2.0
ajman,11.9,59.9,99,118.9,3.8,64.08,36.6,23.0
abu dhabi,76.1,28.2,179,143.0,3.0,75.63,3.4,1.6
abu dhabi,20.8,3.7,161,63.0,2.0,23.87,46.3,19.3
sharjah,87.7,43.7,52,114.8,3.0,61.63,0.6,0.3
ajman,24.5,28.4,180,99.4,2.4,37.04,44.7,18.2
abu dhabi,49.2,0.1,92,94.8,2.6,47.41,31.8,16.3
sharjah,48.7,49.3,4,10.8,0.4,5.34,42.4,20.3
ajman,26.9,31.1,170,15.4,0.4,6.13,14.7,9.7
abu dhabi,36.2,43.4,147,33.3,1.2,14.28,31.5,11.6
ajman,18.6,1.2,71,113.7,3.3,53.84,50.7,32.6
dubai,57.0,40.2,175,120.8,2.9,54.31,12.8,5.4
dubai,91.3,47.0,181,98.8,3.0,48.09,1.5,1.0
abu dhabi,31.7,46.6,190,32.8,1.0,12.58,45.2,26.0
abu dhabi,50.8,71.7,182,117.8,3.3,51.04,42.2,28.3
dubai,86.2,99.1,54,21.5,0.5,10.52,9.0,5.9
al ain,45.2,2.8,111,134.6,4.3,48.65,20.5,10.2
abu dhabi,83.1,39.6,35,60.8,2.0,29.01,25.0,11.8
ras al khaimah,44.6,85.7,136,110.4,3.5,50.49,2.3,0.9
al ain,44.0,62.6,100,29.6,0.9,15.58,22.9,10.0
ras al khaimah,15.7,98.4,175,50.6,1.3,26.98,5.6,2.4
ras al khaimah,12.5,71.3,180,76.8,2.1,37.17,59.6,26.2
dubai,61.1,72.4,64,77.0,2.3,35.19,58.9,21.9
sharjah,82.7,7.6,63,19.1,0.4,8.7,34.0,13.1
ras al khaimah,13.5,27.5,7,84.5,2.5,37.18,28.8,18.0
ajman,91.0,58.4,101,15.9,0.3,7.95,58.0,35.8
dubai,35.9,52.2,77,138.9,4.5,58.36,40.0,25.8
ajman,42.5,76.3,199,66.2,1.4,26.72,7.9,2.9
ras al khaimah,89.4,99.4,163,68.7,2.2,30.19,12.7,8.6
ras al khaimah,89.6,20.7,91,88.7,2.1,37.24,39.3,15.7
sharjah,52.5,42.8,113,118.3,4.0,59.93,56.9,21.5
abu dhabi,27.7,86.7,126,15.1,0.5,6.18,19.9,7.0
abu dhabi,17.2,83.8,180,106.9,2.8,46.22,7.0,2.5
abu dhabi,27.2,81.7,199,137.0,2.8,55.98,45.5,18.6
sharjah,78.1,62.0,84,68.7,2.0,31.39,12.3,8.5
abu dhabi,32.5,99.3,74,6.9,0.2,2.86,5.8,3.4
sharjah,69.5,35.8,142,40.9,1.3,19.34,41.4,21.3
dubai,19.5,11.6,55,141.5,4.5,71.48,32.8,14.4
abu dhabi,47.9,13.3,28,22.1,0.7,10.94,26.4,14.2
abu dhabi,35.2,43.6,57,7.0,0.2,2.9,3.2,1.6
dubai,50.4,80.5,63,140.7,3.2,64.97,0.8,0.5
al ain,57.0,45.3,123,130.1,3.6,55.8,25.0,10.2
ras al khaimah,99.1,61.1,147,71.8,1.9,34.25,36.2,13.6
al ain,90.0,35.8,33,5.8,0.2,3.0,52.6,21.6
ajman,69.6,71.5,9,89.6,2.5,45.81,35.8,21.5
dubai,15.4,15.3,33,123.4,3.4,64.13,29.2,15.2
al ain,91.9,52.0,182,46.5,1.3,20.11,10.6,6.2
sharjah,89.3,18.5,52,30.0,0.8,15.18,9.4,4.7
ras al khaimah,88.7,46.9,106,136.2,4.5,58.27,36.7,17.0
sharjah,47.9,43.0,108,116.3,2.6,43.99,21.3,8.6
sharjah,17.1,60.5,56,70.0,1.4,32.62,9.3,5.8
sharjah,75.4,51.0,168,136.2,3.2,63.66,23.9,10.6
abu dhabi,38.9,97.6,13,93.2,2.3,46.32,44.2,14.0
ajman,34.5,90.0,106,141.9,4.1,72.55,4.7,2.0
ras al khaimah,39.1,29.4,83,20.0,0.7,10.42,8.0,2.9
dubai,55.9,12.1,156,68.3,2.1,33.22,35.1,18.4
dubai,33.4,6.5,40,103.5,3.6,48.94,33.0,16.5
al ain,69.0,19.8,191,64.1,1.3,23.26,9.3,4.6
ajman,64.8,22.2,158,55.7,1.3,21.19,36.1,14.5
al ain,50.9,88.9,148,105.8,2.3,40.75,37.9,12.9
ajman,5.4,92.5,99,92.8,2.8,37.74,5.0,1.7
ajman,93.7,23.0,128,46.0,1.2,23.96,43.5,19.2
al ain,41.2,75.9,42,69.4,1.7,34.05,6.8,3.7
ajman,44.9,83.6,2,107.5,2.7,50.95,45.5,14.0
abu dhabi,45.6,37.8,149,95.9,3.2,36.67,14.5,4.4
ajman,36.5,87.2,90,70.7,1.5,33.79,13.5,4.8
abu dhabi,67.5,98.9,71,42.7,1.1,20.98,40.2,20.2
sharjah,1.4,96.8,54,21.6,0.6,8.97,39.7,17.2
ras al khaimah,87.4,74.2,124,126.8,3.3,51.21,16.2,7.7
dubai,10.2,37.2,102,123.9,3.8,59.91,57.9,24.5
ras al khaimah,100.0,22.7,135,93.9,2.7,35.84,23.3,13.4
ajman,62.8,99.3,190,87.8,2.8,40.8,24.3,10.2
abu dhabi,6.6,27.6,167,24.8,0.8,13.28,12.0,4.6
dubai,56.2,43.8,64,69.8,1.8,25.44,3.5,2.1
ras al khaimah,33.1,26.4,49,75.2,2.5,29.54,49.2,33.8
ras al khaimah,95.3,49.6,32,71.9,2.1,32.75,20.1,10.5
ras al khaimah,75.5,11.0,114,40.1,1.3,14.95,29.4,9.5
sharjah,50.7,80.9,165,23.0,0.6,11.21,47.0,29.2
ajman,43.0,50.5,51,140.0,2.9,52.43,6.4,3.0
sharjah,99.6,42.0,198,85.7,2.6,33.81,37.1,21.4
sharjah,66.7,36.3,86,130.1,4.5,59.66,21.8,11.6
abu dhabi,51.4,58.0,156,102.4,3.5,51.89,50.1,25.1
abu dhabi,39.8,78.0,60,123.9,2.8,52.79,23.3,10.4
al ain,32.5,90.3,28,36.3,1.0,13.44,57.2,21.9
ajman,70.5,84.2,103,20.4,0.7,8.62,22.4,10.2
abu dhabi,58.8,44.6,110,94.0,2.5,35.09,1.9,0.7
al ain,84.8,83.4,96,84.7,2.4,33.36,32.8,18.7
dubai,55.4,52.9,81,19.0,0.7,8.44,7.8,2.6
ajman,58.2,63.8,130,93.6,2.5,48.54,8.3,4.9
dubai,47.7,67.5,127,31.4,0.7,16.35,28.9,17.9
sharjah,76.3,40.0,31,20.7,0.4,10.08,17.2,9.4
ajman,41.5,48.6,134,147.9,4.0,75.67,32.6,20.5
al ain,85.2,69.3,67,85.6,2.4,39.06,39.6,17.3
al ain,32.7,30.8,161,52.8,1.8,28.09,54.0,27.0
al ain,69.3,74.7,100,19.2,0.6,9.8,17.2,8.6
abu dhabi,89.3,35.4,48,137.9,2.9,65.95,30.6,17.0
dubai,76.9,58.5,36,141.7,4.6,56.98,45.7,22.3
al ain,34.3,83.8,192,42.3,0.9,21.02,35.0,11.3
al ain,70.6,2.3,144,68.1,1.4,35.24,21.7,11.0
abu dhabi,20.7,24.0,43,98.6,2.8,43.99,5.2,1.6
dubai,5.8,56.1,100,21.1,0.6,8.98,11.4,5.4
ajman,79.1,10.6,25,82.9,2.1,35.29,2.2,0.7
dubai,80.8,20.6,167,36.7,1.0,18.18,36.9,18.2
dubai,2.3,74.9,165,37.7,1.3,20.02,30.4,13.6
al ain,94.8,2.6,160,92.4,2.8,39.93,18.0,9.1
sharjah,44.6,61.0,93,50.0,1.3,18.96,57.0,29.2
dubai,90.5,3.4,34,84.8,2.9,31.17,30.1,18.6
ajman,78.8,11.6,98,43.0,1.0,21.92,59.4,40.2
sharjah,90.1,39.0,102,75.7,1.7,31.49,22.1,8.8
ajman,83.3,96.5,64,140.2,3.3,71.24,37.3,24.8
al ain,97.4,54.6,76,75.3,1.8,28.68,18.6,8.4
abu dhabi,62.9,31.2,10,77.7,1.6,28.52,55.9,20.4
ajman,22.7,41.1,105,76.5,1.9,31.8,15.4,8.3
ras al khaimah,39.0,56.9,39,129.2,3.6,53.85,11.8,5.4
sharjah,75.2,61.9,168,103.9,2.4,56.06,38.2,16.4
al ain,15.7,26.8,152,9.4,0.2,3.79,19.5,10.7
sharjah,93.0,19.7,121,22.1,0.7,10.91,52.3,30.2
sharjah,20.5,49.5,45,88.8,2.3,46.69,7.3,3.5
al ain,87.6,64.5,133,115.2,3.4,57.7,3.7,1.5
ajman,48.4,81.7,198,22.0,0.5,11.78,1.6,1.0
al ain,84.1,59.3,126,77.9,2.4,30.39,18.2,10.2
ras al khaimah,95.8,69.2,157,98.2,3.4,47.43,48.4,26.7
ras al khaimah,42.2,48.4,180,63.1,1.5,28.65,55.3,36.9
abu dhabi,69.7,56.7,169,105.6,3.1,54.55,54.2,37.9
sharjah,22.7,63.5,33,54.7,1.7,27.01,55.9,17.8
al ain,80.1,23.6,174,95.3,2.7,47.67,17.9,7.2
ajman,82.0,93.4,153,116.0,2.8,49.83,33.1,20.7
abu dhabi,29.5,34.5,144,143.6,3.3,69.19,21.0,7.1
abu dhabi,2.4,60.5,46,97.6,2.9,50.62,42.3,13.2
ras al khaimah,43.1,56.1,93,56.0,1.5,22.15,54.5,23.5
abu dhabi,17.0,85.3,180,109.6,3.6,40.08,9.9,6.1
dubai,81.9,11.4,183,121.6,2.6,50.59,28.9,13.4
ras al khaimah,26.1,88.4,23,65.1,1.3,33.55,26.9,10.4
abu dhabi,94.4,13.7,85,57.6,1.5,25.56,54.5,20.1
ras al khaimah,97.2,14.5,121,27.1,0.7,11.01,53.2,27.7
ajman,90.9,86.2,20,103.2,3.1,54.07,51.7,22.8
al ain,60.0,25.7,49,69.5,1.5,25.55,44.8,24.7
ajman,26.7,61.2,119,24.3,0.7,12.28,55.0,33.9
al ain,80.7,46.4,131,86.4,2.8,43.53,59.8,18.0
al ain,70.2,93.4,22,148.5,5.0,67.33,7.8,3.4
abu dhabi,97.7,78.2,85,12.4,0.4,5.05,54.7,28.4
al ain,37.7,33.5,131,79.8,2.2,34.97,33.1,18.9
ras al khaimah,5.9,81.3,198,140.7,4.7,59.62,16.1,6.8
dubai,99.8,22.6,199,144.1,4.0,55.55,34.2,16.7
dubai,83.8,61.6,62,54.5,1.1,25.46,29.8,10.2
abu dhabi,22.1,75.2,135,29.9,1.0,11.82,32.5,11.0
dubai,72.6,70.3,110,66.0,1.3,35.59,22.3,14.4
sharjah,0.1,65.7,42,51.2,1.2,23.73,38.8,20.0
al ain,55.8,83.0,101,75.0,1.6,28.58,40.6,19.7
sharjah,36.3,55.6,28,91.4,2.6,43.02,3.7,1.8
dubai,38.1,92.8,24,116.4,3.3,49.87,46.2,31.5
sharjah,24.5,14.5,71,97.0,2.9,38.16,32.7,15.3
abu dhabi,27.5,35.6,53,134.3,3.0,55.53,52.4,21.2
al ain,45.5,78.3,30,111.7,2.3,45.36,39.0,13.2
dubai,24.8,30.8,11,80.2,1.9,37.28,59.6,37.0
ras al khaimah,46.6,44.3,114,22.3,0.5,9.13,44.5,30.2
sharjah,57.7,77.3,2,121.5,2.5,44.79,26.6,17.9
dubai,71.1,53.9,156,108.6,2.6,55.09,14.3,5.3
ras al khaimah,67.7,18.8,15,53.7,1.9,22.09,38.0,21.2
sharjah,24.2,17.5,131,38.6,1.2,16.01,29.8,15.3
ras al khaimah,3.9,30.1,30,100.4,2.6,43.97,25.9,12.0
ajman,83.3,30.3,123,17.2,0.4,8.65,49.7,31.1
ras al khaimah,87.2,13.7,29,119.2,4.0,56.11,55.0,36.3
sharjah,97.9,83.5,87,37.9,1.1,14.24,27.4,9.7
dubai,96.0,28.3,132,91.1,3.0,40.33,1.9,0.6
dubai,63.4,80.2,35,49.0,1.6,24.31,52.8,20.0
sharjah,89.4,97.3,27,74.2,1.7,27.26,2.6,1.6
sharjah,44.8,33.2,127,121.1,2.5,44.48,27.0,18.0
ras al khaimah,78.7,97.0,128,46.6,1.1,22.66,19.9,11.4
sharjah,95.5,19.1,84,9.8,0.3,4.41,21.7,6.7
al ain,79.6,64.7,25,16.2,0.5,6.31,38.4,20.4
abu dhabi,41.6,99.1,61,15.8,0.4,7.59,51.3,24.0
sharjah,37.8,80.8,44,71.6,2.3,26.83,43.2,26.5
ras al khaimah,29.2,23.0,132,17.1,0.5,7.52,26.1,15.7
dubai,36.7,25.7,60,64.8,1.9,32.89,46.3,17.6
abu dhabi,82.1,26.2,76,106.2,3.3,41.62,38.8,16.6
ras al khaimah,70.2,94.3,53,132.6,3.7,61.81,29.5,11.4
ajman,25.0,24.5,34,37.1,1.1,15.83,20.0,10.2
ras al khaimah,71.2,51.0,162,132.1,4.2,68.8,29.3,9.7
ajman,37.9,35.0,97,146.8,4.2,69.93,47.2,25.4
al ain,55.8,36.1,114,95.7,2.0,40.64,41.1,20.2
al ain,37.0,40.8,58,111.9,3.1,50.14,48.5,25.4
al ain,52.2,34.5,18,75.0,2.2,34.1,59.1,37.5
dubai,73.0,60.0,146,15.9,0.5,8.54,58.2,28.8
ajman,73.1,42.5,144,144.2,2.9,71.26,55.1,33.9
dubai,75.3,44.1,10,142.1,2.9,69.42,45.3,30.5
abu dhabi,39.1,50.6,177,51.8,1.3,27.82,59.6,20.1
abu dhabi,69.0,35.6,170,33.4,1.1,12.95,28.5,9.4
ajman,23.9,75.5,169,14.5,0.4,6.44,8.6,3.2
sharjah,47.7,50.3,92,77.2,1.9,41.16,48.4,28.6
al ain,58.3,50.9,139,139.1,4.2,71.42,10.4,5.8
abu dhabi,68.6,21.0,4,10.9,0.3,4.33,30.8,16.7
ajman,91.2,3.1,120,93.7,2.7,40.84,54.1,30.8
ras al khaimah,30.5,80.9,27,126.2,3.3,49.7,47.1,22.8
al ain,84.5,85.5,181,60.1,1.9,29.22,18.9,7.9
abu dhabi,31.1,24.1,189,93.7,1.9,44.14,14.0,5.2
ras al khaimah,55.2,36.0,30,69.4,1.4,32.24,36.5,24.7
dubai,82.8,35.8,107,14.5,0.4,7.58,45.4,18.1
ajman,72.3,68.4,118,78.1,1.6,29.53,45.9,20.0
sharjah,86.3,18.7,153,17.9,0.4,9.47,46.0,27.1
al ain,81.5,97.9,98,104.3,2.7,46.64,0.2,0.1
ras al khaimah,27.6,6.2,176,50.0,1.5,18.24,42.1,21.5
al ain,99.3,97.4,69,121.4,3.8,63.69,39.4,20.0
al ain,93.7,6.9,64,90.1,2.9,47.54,24.1,16.5
sharjah,43.0,31.8,146,140.6,3.4,74.5,59.9,29.1
ras al khaimah,4.7,25.1,109,112.0,2.5,57.15,26.9,17.7
dubai,30.3,26.0,17,110.1,3.8,45.15,4.2,2.9
ajman,83.6,99.5,130,49.2,1.0,20.25,3.6,1.2
dubai,95.1,45.8,56,69.1,2.2,28.96,25.6,14.4
ras al khaimah,83.2,12.0,168,113.1,2.3,45.31,37.0,25.4
al ain,39.7,98.2,167,109.7,3.0,57.43,59.9,28.6
ras al khaimah,5.7,24.3,84,105.4,3.1,48.09,26.1,11.8
al ain,51.8,7.3,170,6.2,0.2,2.53,34.4,15.5
abu dhabi,37.6,2.4,190,7.5,0.2,3.74,50.6,30.6
al ain,12.3,46.3,146,14.8,0.3,7.0,42.6,24.2
ajman,10.6,91.8,121,9.6,0.2,4.11,54.7,26.0
ras al khaimah,15.3,1.7,186,117.1,3.3,61.42,38.4,20.5
ras al khaimah,20.6,72.5,174,84.3,2.7,38.78,56.3,30.4
ajman,75.4,26.0,96,78.2,2.2,36.99,38.5,16.0
abu dhabi,38.2,21.9,17,17.4,0.5,6.37,7.7,2.3
ajman,43.7,70.4,120,117.3,4.1,55.53,20.6,6.2
ajman,59.8,74.8,93,18.5,0.5,8.03,27.8,13.3
al ain,96.0,55.9,73,37.2,1.0,18.4,48.1,27.6
sharjah,75.6,20.2,36,123.7,2.6,45.51,17.8,11.9
ajman,64.6,0.6,143,105.4,3.3,45.26,29.6,18.8
ajman,74.4,73.7,182,18.4,0.4,6.84,13.5,5.9
dubai,71.9,60.0,119,15.7,0.3,8.28,22.5,11.6
dubai,69.0,42.3,47,63.9,1.3,27.83,16.8,8.1
dubai,49.6,21.4,1,92.5,2.1,35.62,56.4,21.6
ajman,56.7,76.2,142,40.8,1.1,20.15,54.3,20.8
sharjah,46.1,7.1,32,89.9,1.9,46.63,43.8,27.9
al ain,39.5,64.3,13,57.1,1.5,28.53,7.4,2.6
ras al khaimah,27.1,68.8,40,90.4,2.5,46.38,56.5,18.5
dubai,35.5,22.3,40,110.2,2.4,56.47,9.4,3.9
dubai,42.9,48.3,68,127.3,2.7,68.5,3.3,1.6
sharjah,57.9,52.0,64,33.4,0.8,14.21,2.6,0.8
al ain,50.0,59.1,40,17.3,0.5,7.31,16.8,7.3
dubai,10.8,90.1,156,22.2,0.6,8.44,9.7,6.1
abu dhabi,34.0,54.6,165,29.0,0.6,14.92,10.2,4.6
dubai,37.6,6.7,50,52.0,1.1,27.43,17.0,9.1
sharjah,70.7,34.5,74,9.2,0.2,3.78,52.9,36.2
al ain,33.3,62.8,163,125.7,4.2,59.17,54.3,31.6
ras al khaimah,0.8,33.3,190,128.1,4.4,51.76,54.4,31.1
sharjah,8.4,76.8,157,108.4,3.0,55.84,46.9,32.3
dubai,49.7,19.0,111,56.7,1.9,20.48,39.6,13.4
sharjah,18.8,14.3,198,107.5,2.4,52.15,35.4,23.9
ajman,49.5,23.1,145,88.3,2.6,40.42,59.6,21.5
abu dhabi,57.4,87.6,135,101.0,3.0,41.56,18.7,5.9
ras al khaimah,93.3,68.1,6,17.7,0.5,9.31,44.1,21.4
al ain,65.6,52.0,127,131.8,4.1,58.83,3.9,2.6
abu dhabi,3.1,30.0,58,55.6,1.5,25.27,5.3,2.3
abu dhabi,38.1,91.9,120,44.0,1.4,16.5,35.1,11.8
dubai,79.3,88.9,115,61.7,1.4,26.79,51.4,15.8
ras al khaimah,26.1,39.9,22,40.9,0.8,15.89,54.1,24.7
sharjah,92.5,75.3,92,149.2,3.8,68.6,1.7,1.2
abu dhabi,52.9,91.4,103,98.7,2.2,45.81,17.1,9.8
abu dhabi,9.2,31.3,10,135.0,3.1,54.53,51.3,25.8
dubai,24.2,32.9,170,142.9,3.0,75.71,33.0,12.6
sharjah,90.6,54.6,187,89.3,2.4,37.02,9.9,6.7
ras al khaimah,99.1,40.8,5,121.1,3.8,57.86,27.4,8.7
abu dhabi,86.3,76.1,24,136.3,3.9,73.09,47.3,14.8
dubai,32.1,53.7,26,26.8,0.7,13.52,46.6,19.5
sharjah,76.9,21.2,88,44.0,0.9,21.75,51.5,24.8
ras al khaimah,22.2,35.6,120,63.2,1.7,23.43,1.3,0.9
sharjah,38.5,67.1,49,95.3,2.4,43.3,18.5,10.8
abu dhabi,69.7,5.3,169,116.4,2.7,57.7,18.2,8.3
dubai,96.9,34.2,62,55.0,1.5,26.34,15.5,8.7
ras al khaimah,43.9,1.6,62,127.2,2.9,58.79,26.2,15.5
al ain,49.6,82.1,118,99.9,2.5,52.53,24.9,9.3
ras al khaimah,22.0,11.7,174,58.9,2.0,27.14,24.0,10.4
ajman,40.3,7.7,50,103.7,3.0,52.97,26.2,10.4
ras al khaimah,6.3,78.7,68,128.5,4.5,66.75,18.7,11.8
sharjah,85.9,9.0,68,53.7,1.6,26.93,58.9,38.6
dubai,2.3,68.4,93,61.1,1.3,23.64,34.2,22.5
sharjah,68.4,38.0,86,105.3,3.2,52.6,27.8,14.9
ras al khaimah,27.3,82.2,190,67.3,2.2,33.76,14.4,6.4
ajman,47.6,18.3,30,30.8,1.0,14.82,15.3,7.7
al ain,28.2,8.4,84,128.9,3.7,55.02,45.6,29.7
al ain,40.0,22.8,51,34.2,0.7,14.09,24.9,14.3
abu dhabi,54.7,93.2,120,40.7,1.2,19.42,19.5,12.3
dubai,64.1,82.9,156,130.8,2.9,64.27,11.2,3.8
abu dhabi,94.0,28.6,187,98.1,2.0,51.56,59.7,30.6
al ain,33.2,20.6,88,67.6,1.6,28.49,21.7,13.6
ras al khaimah,58.5,15.7,53,60.4,1.3,24.89,11.6,5.9
